"id","date","manner_of_death","armed","age","gender","race","city","state","signs_of_mental_illness","threat_level","flee","body_camera"
1758,"2016-08-02","shot","gun",43,"MALE","BLACK","Palm Bay","FL","True","attack","Not fleeing","False"
1759,"2016-08-02","shot","gun",34,"MALE","WHITE","Hammett","ID","True","attack","Car","False"
1760,"2016-08-02","shot","undetermined",51,"MALE","WHITE","Castaic","CA","False","other","Foot","False"
1755,"2016-08-03","shot","gun",31,"MALE","WHITE","Clearfield","UT","False","attack","Foot","False"
1756,"2016-08-03","shot","knife",54,"MALE","WHITE","Detroit","MI","False","attack","Not fleeing","False"
1761,"2016-08-03","shot","gun",69,"MALE","WHITE","Scott County","VA","False","other","Car","False"
1762,"2016-08-05","shot","knife",58,"MALE","WHITE","Aldie","VA","True","other","Not fleeing","False"
1767,"2016-08-05","shot","gun",26,"MALE","BLACK","East Point","GA","True","attack","Not fleeing","False"
1769,"2016-08-05","shot","crossbow",31,"MALE","","Santee","CA","True","attack","Not fleeing","False"
1770,"2016-08-05","shot","gun",59,"MALE","WHITE","Beaver Dam","WI","True","attack","Not fleeing","False"
1763,"2016-08-07","shot","knife",25,"MALE","BLACK","Cincinnati","OH","True","attack","Not fleeing","False"
1764,"2016-08-07","shot","knife",20,"MALE","BLACK","Harrisburg","PA","True","other","Not fleeing","False"
1833,"2016-08-08","shot","gun",69,"MALE","WHITE","Little Mountain","SC","True","attack","Not fleeing","False"
1766,"2016-08-08","shot","knife",57,"MALE","BLACK","Louisville","KY","False","other","Not fleeing","True"
1771,"2016-08-08","shot","gun",56,"MALE","WHITE","Citrus Heights","CA","False","attack","Not fleeing","False"
1773,"2016-08-08","shot","gun",64,"MALE","WHITE","Wilkesboro","NC","False","attack","Not fleeing","False"
1774,"2016-08-08","shot","undetermined",34,"MALE","HISPANIC","Georgetown","KY","False","attack","Other","False"
1775,"2016-08-09","shot","gun",45,"MALE","WHITE","Circleville","OH","True","other","Not fleeing","False"
1776,"2016-08-09","shot","gun",14,"MALE","HISPANIC","Los Angeles","CA","False","attack","Foot","True"
1777,"2016-08-09","shot","undetermined",44,"MALE","WHITE","Piedmont","SC","False","other","Not fleeing","False"
2149,"2016-08-11","shot","gun",54,"MALE","WHITE","Plaquemine","LA","False","attack","Not fleeing","False"
1778,"2016-08-11","shot","gun",59,"MALE","WHITE","Tukwila","WA","True","attack","Not fleeing","False"
1785,"2016-08-11","shot","knife",33,"MALE","HISPANIC","Vista","CA","False","undetermined","Other","False"
1782,"2016-08-12","shot","undetermined",22,"MALE","HISPANIC","Mesa","AZ","False","other","Car","False"
1783,"2016-08-12","shot and Tasered","hammer",49,"MALE","WHITE","Tahlequah","OK","True","other","Not fleeing","True"
1832,"2016-08-13","shot","vehicle",36,"MALE","HISPANIC","Hayward","CA","False","other","Car","False"
1780,"2016-08-13","shot","gun",23,"MALE","BLACK","Milwaukee","WI","False","other","Foot","True"
1781,"2016-08-13","shot","knife",38,"MALE","HISPANIC","Phoenix","AZ","True","attack","Not fleeing","False"
1784,"2016-08-13","shot","gun",53,"MALE","WHITE","Lakewood","CO","False","other","Not fleeing","False"
1786,"2016-08-15","shot","metal pole",29,"MALE","HISPANIC","Falls Church","VA","True","other","Not fleeing","False"
1788,"2016-08-15","shot","gun",42,"MALE","WHITE","Counce","TN","False","attack","Other","False"
1792,"2016-08-16","shot","unarmed",25,"MALE","HISPANIC","Tucson","AZ","False","attack","Not fleeing","False"
1795,"2016-08-16","shot","gun",18,"MALE","BLACK","Los Angeles","CA","False","other","Foot","False"
2145,"2016-08-16","shot","gun",55,"MALE","WHITE","Augusta","WV","False","other","Not fleeing","False"
1787,"2016-08-16","shot","gun",36,"MALE","WHITE","Rome","OH","False","other","Car","False"
1789,"2016-08-16","shot","gun",32,"MALE","WHITE","Lenoir","NC","False","attack","Foot","True"
1790,"2016-08-16","shot","toy weapon",53,"MALE","WHITE","Apache Junction","AZ","False","other","Not fleeing","False"
1791,"2016-08-16","shot","gun",30,"MALE","BLACK","Stockton","CA","False","other","Foot","True"
1793,"2016-08-17","shot","piece of wood",27,"MALE","BLACK","Kelso","WA","False","attack","Not fleeing","False"
1794,"2016-08-18","shot","gun",37,"MALE","HISPANIC","Bakersfield","CA","False","attack","Car","False"
1796,"2016-08-18","shot","unarmed",29,"MALE","WHITE","Charlotte","NC","False","other","Car","True"
1797,"2016-08-18","shot","knife",40,"MALE","WHITE","Antelope","CA","False","other","Not fleeing","False"
1798,"2016-08-18","shot","undetermined",36,"MALE","WHITE","Hays","KS","False","other","Car","False"
1801,"2016-08-18","shot","gun",38,"MALE","WHITE","Poway","CA","False","attack","Car","False"
1807,"2016-08-18","shot","gun",29,"MALE","WHITE","Ruidoso","NM","False","other","Not fleeing","False"
1831,"2016-08-18","shot","gun",59,"MALE","WHITE","McKinneyville","CA","True","attack","Not fleeing","False"
1799,"2016-08-19","shot","bayonet",47,"MALE","HISPANIC","East Hollywood","CA","True","undetermined","Not fleeing","False"
1800,"2016-08-19","shot","gun",22,"MALE","HISPANIC","Phoenix","AZ","False","attack","Not fleeing","False"
1806,"2016-08-19","shot","toy weapon",31,"MALE","WHITE","New London","WI","True","attack","Not fleeing","True"
1808,"2016-08-19","shot","undetermined",29,"MALE","WHITE","Reno","NV","False","undetermined","Car","False"
1810,"2016-08-19","shot","knife",54,"MALE","WHITE","East Ridge","TN","False","other","Not fleeing","False"
1803,"2016-08-20","shot","knife",71,"MALE","HISPANIC","Indio","CA","False","other","Not fleeing","True"
1804,"2016-08-21","shot","knife",36,"MALE","HISPANIC","Las Cruces","NM","False","other","Not fleeing","True"
1802,"2016-08-22","shot","knife",34,"MALE","BLACK","Hamilton","OH","False","attack","Not fleeing","False"
1812,"2016-08-23","shot","gun",49,"MALE","WHITE","Myra","TX","False","other","Car","False"
1811,"2016-08-24","shot","gun",36,"MALE","HISPANIC","Oak Cliff","TX","False","attack","Foot","False"
1813,"2016-08-24","shot","gun",43,"MALE","WHITE","Orlando","FL","True","other","Not fleeing","False"
1814,"2016-08-24","shot","gun",53,"MALE","WHITE","Shelbyville","TN","False","attack","Not fleeing","False"
1815,"2016-08-25","shot and Tasered","knife",63,"MALE","","Fort Collins","CO","False","other","Not fleeing","True"
1816,"2016-08-25","shot","gun",31,"MALE","BLACK","Compton","CA","False","attack","Foot","False"
2144,"2016-08-25","shot","undetermined",32,"MALE","HISPANIC","Compton","CA","False","undetermined","Not fleeing","False"
1817,"2016-08-26","shot","gun",41,"MALE","WHITE","Las Vegas","NV","False","attack","Foot","False"
1820,"2016-08-27","shot","toy weapon",26,"MALE","HISPANIC","Phoenix","AZ","False","attack","Not fleeing","False"
1821,"2016-08-27","shot and Tasered","knife",49,"MALE","","Denver","CO","False","other","Not fleeing","False"
1822,"2016-08-27","shot","gun",82,"MALE","WHITE","Morgantown","WV","False","attack","Not fleeing","True"
1818,"2016-08-28","shot","gun",37,"MALE","WHITE","Eagan","MN","True","attack","Not fleeing","False"
1823,"2016-08-29","shot","gun",24,"MALE","BLACK","Raleigh","NC","False","attack","Foot","False"
1824,"2016-08-29","shot and Tasered","knife",56,"MALE","WHITE","San Bernardino","CA","False","attack","Not fleeing","False"
1826,"2016-08-29","shot","gun",35,"FEMALE","WHITE","Kingman","AZ","False","attack","Not fleeing","False"
1829,"2016-08-29","shot and Tasered","gun",28,"MALE","","Fairbanks","AK","False","attack","Foot","True"
1825,"2016-08-30","shot and Tasered","chain saw",36,"MALE","","Graham","WA","True","attack","Not fleeing","False"
1827,"2016-08-30","shot","unarmed",22,"MALE","BLACK","Tampa","FL","False","undetermined","Not fleeing","False"
1828,"2016-08-30","shot","gun",59,"MALE","WHITE","Harker Heights","TX","False","attack","Other","False"
1830,"2016-08-30","shot and Tasered","knife",36,"MALE","WHITE","Weatherford","TX","False","other","Not fleeing","False"
1841,"2016-08-31","shot","gun",21,"MALE","WHITE","Denver","CO","False","attack","Foot","False"
1870,"2016-08-31","shot","vehicle",38,"MALE","WHITE","McDowell","MO","False","other","Car","False"
1839,"2016-09-01","shot","vehicle",60,"MALE","WHITE","Sylvania Township","OH","True","other","Not fleeing","False"
1843,"2016-09-01","shot","gun",18,"MALE","WHITE","Wichita","KS","False","other","Car","True"
1847,"2016-09-01","shot","gun",23,"MALE","HISPANIC","Florence","CA","False","other","Foot","False"
1848,"2016-09-01","shot and Tasered","pipe",,"MALE","HISPANIC","Huntington Park","CA","False","other","Not fleeing","False"
1849,"2016-09-02","shot","gun",38,"MALE","HISPANIC","Alamogordo","NM","False","attack","Foot","True"
1850,"2016-09-02","shot","gun",40,"MALE","","Parker","CO","True","attack","Car","True"
1853,"2016-09-02","shot","glass shard",22,"MALE","WHITE","Round Lake","IL","False","other","Not fleeing","False"
1856,"2016-09-02","shot","gun",38,"MALE","BLACK","St. Louis","MO","False","attack","Other","False"
1854,"2016-09-03","shot","undetermined",25,"MALE","BLACK","Atlantic City","NJ","False","undetermined","Foot","False"
1855,"2016-09-03","shot","undetermined",25,"MALE","WHITE","East Wenatchee","WA","False","undetermined","Not fleeing","False"
1860,"2016-09-03","shot","gun",36,"MALE","WHITE","Metropolis","IL","False","undetermined","Other","False"
1861,"2016-09-03","shot","gun",,"MALE","","Temple","TX","False","attack","Car","False"
1852,"2016-09-04","shot","knife",,"MALE","HISPANIC","Long Beach","CA","True","other","Not fleeing","False"
1859,"2016-09-04","shot","knife",44,"MALE","HISPANIC","Grand Junction","CO","True","other","Not fleeing","False"
1851,"2016-09-05","shot","gun",36,"MALE","BLACK","Ellis County","TX","False","attack","Car","False"
1858,"2016-09-05","shot","gun",35,"MALE","HISPANIC","Austin","TX","False","other","Not fleeing","False"
1862,"2016-09-06","shot","vehicle",25,"MALE","WHITE","Omaha","NE","False","other","Other","False"
1863,"2016-09-06","shot","gun",65,"MALE","","Spencer","WV","True","attack","Car","False"
1864,"2016-09-06","shot","undetermined",31,"MALE","HISPANIC","Phoenix","AZ","False","undetermined","Car","False"
1865,"2016-09-06","shot","gun",70,"MALE","WHITE","Gray","TN","False","other","Not fleeing","True"
1868,"2016-09-06","shot","sword",25,"MALE","WHITE","Phoenix","AZ","True","attack","Not fleeing","False"
1867,"2016-09-07","shot","knife",55,"MALE","BLACK","Albany","GA","False","attack","Not fleeing","False"
1869,"2016-09-07","shot","undetermined",35,"MALE","WHITE","Titusville","FL","False","undetermined","Not fleeing","False"
1871,"2016-09-07","shot","gun",25,"MALE","BLACK","Wyoming","MI","False","attack","Not fleeing","False"
1872,"2016-09-08","shot","gun",32,"MALE","WHITE","Lakeland","FL","False","attack","Not fleeing","False"
1873,"2016-09-08","shot","toy weapon",38,"MALE","HISPANIC","Delhi","CA","False","attack","Not fleeing","False"
1874,"2016-09-09","shot","gun",32,"MALE","HISPANIC","Memphis","TN","False","attack","Not fleeing","False"
1876,"2016-09-09","shot","unknown weapon",64,"MALE","WHITE","Auburn","WA","True","other","Not fleeing","False"
1879,"2016-09-09","shot","knife",55,"MALE","BLACK","Pompano Beach","FL","False","other","Not fleeing","False"
1877,"2016-09-10","shot","toy weapon",69,"MALE","WHITE","Montcalm","WV","True","other","Not fleeing","True"
1897,"2016-09-10","shot","gun",37,"MALE","WHITE","Boulder","CO","False","attack","Not fleeing","True"
1875,"2016-09-11","shot","motorcycle",31,"MALE","BLACK","Washington","DC","False","attack","Other","False"
1880,"2016-09-12","shot","gun",86,"MALE","","Saratoga","CA","False","other","Not fleeing","False"
1881,"2016-09-12","shot","knife",25,"MALE","BLACK","Cedar Rapids","IA","False","attack","Not fleeing","False"
1882,"2016-09-12","shot","undetermined",25,"MALE","HISPANIC","Colton","CA","False","undetermined","Car","False"
1883,"2016-09-14","shot","toy weapon",13,"MALE","BLACK","Columbus","OH","False","other","Foot","False"
1884,"2016-09-15","shot","gun",32,"MALE","HISPANIC","Phoenix","AZ","False","other","Other","False"
1885,"2016-09-15","shot and Tasered","gun",34,"MALE","WHITE","Austin","TX","False","attack","Foot","False"
1886,"2016-09-15","shot","gun",69,"MALE","WHITE","Weeki Wachi","FL","True","other","Not fleeing","False"
1887,"2016-09-16","shot","gun",46,"MALE","","Big Bear","MO","False","attack","Not fleeing","False"
1888,"2016-09-16","shot and Tasered","unarmed",40,"MALE","BLACK","Tulsa","OK","False","undetermined","Not fleeing","False"
1889,"2016-09-16","shot","unarmed",29,"MALE","NATIVE AMERICAN","Winooski","VT","False","undetermined","Foot","True"
1893,"2016-09-16","shot","knife",29,"MALE","WHITE","Owensboro","KY","False","attack","Not fleeing","False"
1890,"2016-09-17","shot","hatchet",42,"MALE","WHITE","Beaumont","CA","False","other","Not fleeing","False"
1894,"2016-09-17","shot","gun",25,"MALE","BLACK","Philadelphia","PA","False","attack","Foot","False"
1895,"2016-09-17","shot","toy weapon",45,"MALE","WHITE","Huntsville","AL","False","attack","Other","True"
1896,"2016-09-17","shot","gun",55,"MALE","WHITE","Rutherfordton","NC","True","attack","Not fleeing","False"
1898,"2016-09-17","shot","knife",22,"MALE","OTHER","St. Cloud","MN","False","attack","Not fleeing","False"
1891,"2016-09-18","shot","gun",61,"MALE","BLACK","Akron","OH","False","other","Not fleeing","False"
1900,"2016-09-19","shot","gun",46,"FEMALE","WHITE","Spring","TX","True","attack","Not fleeing","True"
1902,"2016-09-19","shot","unknown weapon",30,"MALE","WHITE","Logan Canyon","UT","True","other","Not fleeing","False"
1907,"2016-09-19","shot","gun",56,"MALE","WHITE","Wood County","TX","True","attack","Not fleeing","False"
1899,"2016-09-20","shot","gun",35,"MALE","WHITE","Decatur County","TN","False","other","Car","True"
1901,"2016-09-20","shot","gun",22,"MALE","WHITE","Port St. Lucie","FL","True","attack","Not fleeing","False"
1903,"2016-09-20","shot","unknown weapon",23,"MALE","WHITE","Mashantucket","CT","False","other","Not fleeing","False"
1904,"2016-09-20","shot","gun",43,"MALE","BLACK","Charlotte","NC","False","other","Not fleeing","True"
1905,"2016-09-20","shot","gun",43,"MALE","WHITE","Nashville","TN","False","attack","Not fleeing","False"
1906,"2016-09-20","shot","gun",49,"MALE","WHITE","Westminster","CO","False","other","Foot","False"
1908,"2016-09-21","shot","unarmed",23,"MALE","WHITE","Louisville","NE","False","undetermined","Not fleeing","False"
1909,"2016-09-23","shot","undetermined",41,"MALE","WHITE","Fair Oaks","CA","False","attack","Foot","False"
1914,"2016-09-23","shot","vehicle",33,"MALE","BLACK","Pikesville","MD","False","other","Not fleeing","True"
1915,"2016-09-23","shot","gun",30,"MALE","HISPANIC","San Antonio","TX","False","other","Foot","False"
1910,"2016-09-25","shot","gun",25,"MALE","WHITE","Claremont","NH","True","other","Not fleeing","False"
1911,"2016-09-26","shot","gun",52,"MALE","WHITE","Garden City","ID","False","attack","Other","False"
1912,"2016-09-26","shot","gun",32,"MALE","WHITE","Little Rock","AR","True","other","Not fleeing","False"
1916,"2016-09-26","shot","gun",46,"MALE","WHITE","Houston","TX","False","attack","Not fleeing","True"
1917,"2016-09-26","shot","gun",48,"MALE","WHITE","Burnsville","MN","True","other","Not fleeing","True"
1918,"2016-09-27","shot","unarmed",38,"MALE","BLACK","El Cajon","CA","True","attack","Not fleeing","True"
1941,"2016-09-27","shot","vehicle",26,"MALE","WHITE","Phoenix","AZ","False","other","Car","False"
1919,"2016-09-28","shot","undetermined",32,"MALE","BLACK","Philadelphia","PA","False","attack","Not fleeing","False"
1920,"2016-09-28","shot","knife",28,"MALE","HISPANIC","Valdosta","GA","False","attack","Not fleeing","True"
1921,"2016-09-29","shot","gun",53,"MALE","WHITE","Kingman","AZ","False","attack","Not fleeing","True"
1926,"2016-09-30","shot","",38,"MALE","WHITE","Groveton","TX","False","undetermined","Not fleeing","False"
1927,"2016-09-30","shot","undetermined",18,"MALE","BLACK","Newark","NJ","False","undetermined","Not fleeing","False"
1928,"2016-09-30","shot","gun",32,"MALE","BLACK","Campobello","SC","False","attack","Foot","False"
1929,"2016-09-30","shot","gun",37,"MALE","WHITE","Belleville","MI","False","attack","Other","False"
1930,"2016-09-30","shot","undetermined",18,"MALE","BLACK","Newark","NJ","False","undetermined","Not fleeing","False"
1931,"2016-09-30","shot","gun",20,"MALE","BLACK","Columbus","OH","False","other","Foot","False"
1923,"2016-10-01","shot","gun",28,"MALE","WHITE","Hometown","WV","False","attack","Foot","False"
1925,"2016-10-01","shot","gun",18,"MALE","BLACK","Los Angeles","CA","False","undetermined","Foot","True"
1922,"2016-10-02","shot","toy weapon",16,"MALE","HISPANIC","Los Angeles","CA","True","attack","Not fleeing","True"
1924,"2016-10-02","shot","unknown weapon",36,"MALE","BLACK","Markham","IL","False","other","Not fleeing","False"
1932,"2016-10-03","shot","gun",57,"MALE","WHITE","Lynn","MA","False","attack","Not fleeing","False"
1933,"2016-10-03","shot","gun",49,"MALE","WHITE","Ventnor","NJ","False","other","Not fleeing","False"
1935,"2016-10-04","shot","brick",31,"MALE","HISPANIC","Riverview","FL","False","attack","Foot","False"
1936,"2016-10-04","shot","gun",26,"MALE","WHITE","Springdale","AR","False","attack","Not fleeing","False"
1938,"2016-10-04","shot","gun",51,"MALE","WHITE","Hessel","MI","True","other","Not fleeing","False"
1937,"2016-10-05","shot","machete",28,"MALE","WHITE","Boulder","CO","True","other","Not fleeing","False"
1939,"2016-10-05","shot","gun",35,"MALE","WHITE","Moncks Corner","SC","False","attack","Car","False"
1944,"2016-10-07","shot","",57,"MALE","BLACK","Macon","GA","False","other","Not fleeing","False"
1945,"2016-10-07","shot","knife",36,"MALE","WHITE","Fort Wayne","IN","False","other","Not fleeing","False"
1946,"2016-10-07","shot","gun",42,"MALE","WHITE","Killeen","AL","False","attack","Not fleeing","False"
1948,"2016-10-07","shot","gun",,"MALE","BLACK","Alexandria","LA","False","attack","Not fleeing","False"
1953,"2016-10-07","shot","toy weapon",49,"MALE","WHITE","Benton","AR","False","other","Not fleeing","False"
2143,"2016-10-08","shot","knife",62,"MALE","WHITE","Fort Wayne","IN","False","other","Not fleeing","False"
1942,"2016-10-08","shot","knife",21,"MALE","HISPANIC","Federal Way","WA","True","other","Not fleeing","False"
1947,"2016-10-08","shot","vehicle",39,"MALE","","Wetumka","OK","False","other","Not fleeing","False"
1956,"2016-10-08","shot","knife",53,"FEMALE","WHITE","Modesto","CA","False","attack","Not fleeing","False"
1943,"2016-10-09","shot","gun",41,"MALE","BLACK","Syracuse","NY","False","attack","Not fleeing","False"
1954,"2016-10-09","shot","gun",40,"MALE","WHITE","Scottsdale","AZ","True","other","Car","False"
1949,"2016-10-10","shot","gun",50,"MALE","","Lumberton","NC","False","other","Not fleeing","False"
1950,"2016-10-10","shot","undetermined",27,"MALE","HISPANIC","Irvine","CA","True","other","Not fleeing","False"
1951,"2016-10-10","shot","gun",19,"MALE","NATIVE AMERICAN","Midland","TX","False","other","","False"
1952,"2016-10-10","shot","vehicle",26,"MALE","WHITE","Westlake","OH","False","other","Car","False"
1957,"2016-10-11","shot","knife",44,"MALE","ASIAN","Seattle","WA","False","other","Not fleeing","False"
1958,"2016-10-11","shot","knife",30,"MALE","WHITE","Concord","CA","False","other","Not fleeing","False"
1959,"2016-10-12","shot","gun",31,"MALE","WHITE","Livingston Parish","LA","False","attack","Not fleeing","False"
1960,"2016-10-12","shot","gun",33,"MALE","BLACK","Boston","MA","False","attack","Not fleeing","False"
1961,"2016-10-12","shot","gun",22,"MALE","WHITE","Morehead","KY","False","attack","Not fleeing","False"
1962,"2016-10-13","shot","gun",50,"MALE","","Las Vegas","NV","False","other","Car","True"
1963,"2016-10-13","shot and Tasered","knife",46,"MALE","WHITE","Grants Pass","OR","True","other","","False"
1964,"2016-10-13","shot","gun",38,"MALE","WHITE","Kent","WA","False","other","Not fleeing","False"
1965,"2016-10-14","shot","baseball bat",23,"MALE","WHITE","Beaumont","TX","False","attack","Not fleeing","False"
1969,"2016-10-14","shot","gun",24,"MALE","HISPANIC","Oak Cliff","TX","False","attack","Not fleeing","False"
1970,"2016-10-14","shot","gun",26,"MALE","WHITE","San Francisco","CA","True","attack","Not fleeing","False"
1968,"2016-10-15","shot","gun",38,"MALE","","Phenix City","AL","False","attack","Not fleeing","False"
1966,"2016-10-16","shot","toy weapon",26,"FEMALE","WHITE","Austin","TX","True","attack","Not fleeing","False"
1967,"2016-10-16","shot and Tasered","metal rake",32,"MALE","WHITE","Santa Cruz","CA","True","attack","Not fleeing","False"
1971,"2016-10-17","shot","sword",50,"MALE","HISPANIC","Miami","FL","True","other","Not fleeing","False"
1973,"2016-10-17","shot","gun",17,"MALE","WHITE","Benton","AR","True","attack","Foot","False"
1974,"2016-10-17","shot and Tasered","knife",39,"MALE","WHITE","Holiday","FL","True","other","Not fleeing","False"
1972,"2016-10-18","shot","gun",28,"MALE","BLACK","Benton Harbor","MI","False","attack","Not fleeing","True"
1975,"2016-10-18","shot","baseball bat",66,"FEMALE","BLACK","Bronx","NY","True","attack","Not fleeing","False"
1976,"2016-10-18","shot","gun",42,"MALE","HISPANIC","Tulsa","OK","False","attack","Not fleeing","False"
1979,"2016-10-18","shot","gun",34,"MALE","WHITE","Paris","KY","False","attack","Not fleeing","False"
1977,"2016-10-19","shot","vehicle",38,"MALE","WHITE","Willoughby","OH","False","undetermined","Car","False"
1978,"2016-10-19","shot","gun",24,"MALE","","Dallas","TX","False","other","Not fleeing","False"
1982,"2016-10-19","shot","undetermined",28,"MALE","HISPANIC","Henderson","NV","False","attack","Car","False"
1980,"2016-10-20","shot","gun",29,"MALE","WHITE","Jacksonville","FL","False","attack","Not fleeing","False"
1983,"2016-10-21","shot and Tasered","knife",58,"MALE","WHITE","Tulsa","OK","False","other","","False"
1988,"2016-10-21","shot","gun",23,"FEMALE","NATIVE AMERICAN","Muckleshoot Indian Reservation","WA","True","other","Not fleeing","False"
1986,"2016-10-22","shot","unknown weapon",21,"MALE","WHITE","Westover","AL","True","other","Not fleeing","False"
1984,"2016-10-23","shot","toy weapon",45,"MALE","WHITE","Peterson","MN","False","attack","Not fleeing","False"
1985,"2016-10-23","shot","gun",38,"MALE","WHITE","Edmonton","KY","False","attack","Not fleeing","False"
1987,"2016-10-23","shot","gun",40,"MALE","BLACK","Colorado Springs","CO","False","attack","Not fleeing","False"
1989,"2016-10-24","shot","gun",19,"MALE","BLACK","North St. Louis","MO","False","attack","Car","False"
1990,"2016-10-25","shot","toy weapon",46,"MALE","BLACK","Little Rock","AR","False","other","Not fleeing","False"
1991,"2016-10-25","shot","toy weapon",25,"MALE","WHITE","Elkton","MD","True","attack","Not fleeing","False"
1992,"2016-10-25","shot","toy weapon",25,"FEMALE","WHITE","Elkton","MD","False","attack","Not fleeing","False"
1993,"2016-10-25","shot","knife",37,"MALE","WHITE","Lincoln","CA","True","other","Not fleeing","False"
1994,"2016-10-26","shot","gun",25,"MALE","BLACK","Carrollton","TX","False","other","Not fleeing","False"
1996,"2016-10-26","shot and Tasered","unarmed",36,"MALE","WHITE","Bartlesville","OK","False","attack","Not fleeing","False"
1995,"2016-10-27","shot","gun",32,"MALE","WHITE","Billings","MT","True","other","Not fleeing","False"
1997,"2016-10-27","shot","gun and knife",33,"MALE","BLACK","San Antonio","TX","False","other","Not fleeing","False"
1998,"2016-10-27","shot","undetermined",24,"MALE","HISPANIC","Elberton","GA","False","attack","Foot","False"
2000,"2016-10-28","shot","gun",37,"MALE","WHITE","Morris","MN","False","attack","Other","False"
2001,"2016-10-28","shot","gun",38,"MALE","BLACK","Sacramento","CA","True","attack","Not fleeing","False"
2002,"2016-10-28","shot","knife",45,"MALE","ASIAN","North Royalton","OH","True","attack","Not fleeing","False"
1999,"2016-10-30","shot","knife",31,"MALE","BLACK","Boston","MA","True","other","Not fleeing","False"
2003,"2016-10-30","shot","vehicle",34,"MALE","WHITE","Kingman","AZ","False","other","Car","False"
2004,"2016-10-30","shot","gun",23,"MALE","HISPANIC","Corpus Christi","TX","False","attack","Not fleeing","False"
2005,"2016-10-30","shot","gun",38,"MALE","","Leedey","OK","False","attack","Car","False"
2006,"2016-10-31","shot","vehicle",39,"FEMALE","BLACK","Torrance","CA","True","attack","Car","False"
2007,"2016-10-31","shot","knife",55,"MALE","HISPANIC","Chatsworth","CA","False","attack","Not fleeing","False"
2035,"2016-10-31","shot","gun",31,"FEMALE","WHITE","Brookville","OH","False","attack","Other","False"
2008,"2016-11-01","shot","gun",76,"MALE","WHITE","Carson City","NV","False","other","Not fleeing","False"
2009,"2016-11-02","shot","gun",59,"MALE","WHITE","Houma","LA","True","attack","Not fleeing","True"
2010,"2016-11-02","shot","undetermined",40,"MALE","WHITE","West Jordan","UT","False","undetermined","Other","False"
2011,"2016-11-03","shot","gun",23,"MALE","BLACK","Salisbury","NC","False","attack","Not fleeing","False"
2012,"2016-11-03","shot","knife",64,"MALE","","Chambersburg","PA","True","attack","Not fleeing","False"
2013,"2016-11-03","shot","gun",56,"FEMALE","","Loganville","GA","False","attack","Not fleeing","False"
2015,"2016-11-04","shot","undetermined",26,"MALE","HISPANIC","Palm Springs","CA","False","undetermined","Not fleeing","False"
2016,"2016-11-04","shot","gun",35,"MALE","HISPANIC","New York","NY","True","attack","Other","False"
2017,"2016-11-05","shot","knife",49,"MALE","WHITE","Lealman","FL","True","other","Not fleeing","False"
2020,"2016-11-05","shot","vehicle",36,"MALE","WHITE","Okemah","OK","False","other","Car","False"
2021,"2016-11-05","shot","gun",56,"MALE","WHITE","Clendenin","WV","False","attack","Not fleeing","False"
2022,"2016-11-05","shot","gun",59,"MALE","","Beaver","WA","False","undetermined","","False"
2023,"2016-11-05","shot","gun",34,"MALE","WHITE","Gladewater","TX","False","other","Other","True"
2014,"2016-11-06","shot and Tasered","undetermined",33,"MALE","HISPANIC","Santa Ana","CA","False","undetermined","Not fleeing","False"
2018,"2016-11-06","shot","gun",43,"MALE","WHITE","Aiken","SC","True","attack","Not fleeing","False"
2019,"2016-11-06","shot and Tasered","vehicle",43,"MALE","WHITE","Bowling Green","KY","False","undetermined","Car","False"
2024,"2016-11-06","shot","metal pipe",31,"MALE","WHITE","Maurice River","NJ","False","other","Foot","False"
2025,"2016-11-06","shot","vehicle",17,"MALE","WHITE","Phenix City","AL","False","other","Car","False"
2027,"2016-11-06","shot","hammer",32,"MALE","WHITE","Hensley","WV","True","other","Not fleeing","False"
2026,"2016-11-07","shot","gun",31,"MALE","BLACK","Philadelphia","PA","False","attack","Other","False"
2028,"2016-11-08","shot and Tasered","unarmed",19,"MALE","WHITE","Hays","KS","False","attack","Car","False"
2031,"2016-11-08","shot","gun",23,"MALE","HISPANIC","Denver","CO","False","attack","Other","False"
2032,"2016-11-08","shot","vehicle",26,"MALE","WHITE","Ashtabula","OH","False","attack","Car","False"
2033,"2016-11-08","shot","gun",45,"MALE","HISPANIC","Azusa","CA","False","attack","Not fleeing","False"
2034,"2016-11-09","shot","gun",36,"MALE","WHITE","Show Low","AZ","False","attack","Not fleeing","False"
2036,"2016-11-10","shot","gun",41,"MALE","HISPANIC","San Angelo","TX","False","undetermined","","False"
2038,"2016-11-10","shot","gun",53,"MALE","WHITE","Lakeland","FL","False","attack","Not fleeing","False"
2037,"2016-11-11","shot and Tasered","",,"MALE","","East Point","GA","False","undetermined","","False"
2039,"2016-11-11","shot","vehicle",24,"MALE","WHITE","Grand Junction","CO","False","attack","Car","False"
2043,"2016-11-11","shot","gun",,"MALE","HISPANIC","Boise","ID","False","attack","Other","False"
2046,"2016-11-11","shot","gun",47,"MALE","","Montrose County","CO","False","attack","Not fleeing","False"
2042,"2016-11-12","shot","gun",40,"MALE","WHITE","Anchorage","AK","False","attack","Not fleeing","False"
2045,"2016-11-12","shot","gun",29,"MALE","HISPANIC","Tucson","AZ","False","attack","Car","False"
2124,"2016-11-13","shot and Tasered","baseball bat",38,"MALE","","Bloomsburg","PA","True","attack","Not fleeing","False"
